@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.384,0.059,p
0.038,0.726,n
0.343,0.441,n
0.305,0.356,n
0.067,0.062,p
0.217,0.435,p
0.358,0.177,p
0.987,0.747,p
0.736,0.687,n
0.003,0.138,p
0.148,0.330,p
0.684,0.168,p
0.078,0.928,n
0.621,0.458,p
0.090,0.293,n
0.735,0.405,p
0.773,0.570,p
0.721,0.404,p
0.034,0.681,n
0.686,0.207,p
0.969,0.925,n
0.586,0.720,p
0.353,0.916,n
0.816,0.565,n
0.323,0.783,n
0.141,0.044,n
0.126,0.929,n
0.480,0.947,n
0.549,0.424,p
0.950,0.174,p
0.659,0.157,p
0.504,0.797,n
0.755,0.266,n
0.429,0.991,n
0.783,0.792,n
0.563,0.361,p
0.950,0.562,p
0.941,0.680,p
0.731,0.249,p
0.448,0.744,n
0.450,0.509,n
0.773,0.610,n
0.091,0.030,p
0.775,0.626,p
0.328,0.024,p
0.566,0.347,p
0.541,0.043,p
0.928,0.845,n
0.315,0.905,n
0.125,0.134,n
0.481,0.642,n
0.813,0.202,p
0.999,0.155,p
0.900,0.553,n
0.457,0.239,p
0.459,0.159,p
0.543,0.821,n
0.428,0.352,p
0.452,0.834,n
0.317,0.023,p
0.193,0.414,p
0.711,0.358,p
0.835,0.077,p
0.355,0.902,n
0.123,0.351,n
0.177,0.616,p
0.014,0.456,n
0.872,0.496,n
0.052,0.862,n
0.096,0.827,p
0.626,0.287,p
0.548,0.147,p
0.175,0.921,n
0.243,0.879,n
0.240,0.282,n
0.878,0.463,p
0.013,0.930,n
0.006,0.390,n
0.611,0.778,n
0.674,0.380,n
0.248,0.138,p
0.966,0.432,p
0.885,0.372,p
0.237,0.040,p
0.322,0.798,n
0.713,0.027,p
0.925,0.713,p
0.604,0.161,p
0.411,0.590,n
0.284,0.504,n
0.345,0.629,n
0.957,0.177,p
0.291,0.431,n
0.076,0.711,n
0.681,0.778,n
0.554,0.169,p
0.228,0.525,n
0.357,0.882,n
0.716,0.335,p
0.744,0.305,p
0.949,0.512,p
0.965,0.996,n
0.683,0.154,p
0.595,0.704,n
0.517,0.697,n
0.205,0.644,n
0.111,0.689,n
0.481,0.108,p
0.923,0.562,p
0.827,0.850,n
0.208,0.708,n
0.405,0.021,p
0.388,0.885,n
0.588,0.335,p
0.507,0.456,p
0.645,0.473,p
0.144,0.069,n
0.068,0.393,n
0.556,0.266,p
0.111,0.141,n
0.139,0.864,n
0.862,0.558,p
0.227,0.839,n
0.311,0.225,p
0.947,0.509,p
0.758,0.232,p
0.936,0.742,p
0.880,0.359,p
0.500,0.471,p
0.401,0.766,n
0.344,0.244,p
0.676,0.502,p
0.092,0.317,n
0.040,0.093,n
0.797,0.364,p
0.234,0.044,n
0.005,0.116,n
0.897,0.846,n
0.928,0.382,p
0.807,0.436,p
0.765,0.616,p
0.583,0.704,n
0.677,0.641,n
0.092,0.945,n
0.273,0.692,n
0.106,0.911,n
0.455,0.340,p
0.336,0.822,n
0.935,0.024,n
0.723,0.006,p
0.764,0.446,p
0.969,0.522,p
0.088,0.300,n
0.411,0.192,p
0.391,0.787,n
0.961,0.888,n
0.923,0.713,p
0.618,0.899,n
0.571,0.213,p
0.243,0.905,n
0.556,0.196,p
0.134,0.443,n
0.224,0.685,n
0.988,0.885,n
0.557,0.357,p
0.438,0.439,n
0.846,0.469,p
0.754,0.752,n
0.394,0.464,n
0.892,0.704,p
0.207,0.854,p
0.874,0.411,p
0.643,0.490,p
0.970,0.493,p
0.015,0.419,n
0.312,0.745,n
0.864,0.513,p
0.153,0.258,n
0.264,0.089,p
0.155,0.627,n
0.384,0.344,p
0.824,0.542,p
0.495,0.022,p
0.863,0.332,p
0.995,0.613,n
0.521,0.861,n
0.558,0.707,p
0.399,0.609,n
0.745,0.348,p
0.828,0.984,n
0.277,0.664,n
0.292,0.115,p
0.712,0.979,n
0.532,0.409,p
0.080,0.979,n
0.699,0.031,p
0.835,0.638,p
0.871,0.661,p
0.692,0.140,p
0.582,0.253,p
0.449,0.123,p
0.808,0.384,p
0.238,0.308,p
0.754,0.525,p
0.937,0.058,p
0.249,0.221,p
0.233,0.821,n
0.417,0.884,n
0.243,0.560,n
0.581,0.168,p
0.795,0.742,n
0.722,0.790,p
0.062,0.168,n
0.127,0.086,p
0.746,0.450,p
0.893,0.158,p
0.243,0.210,p
0.854,0.511,p
0.446,0.451,n
0.148,0.667,n
0.367,0.964,n
0.688,0.134,p
0.913,0.349,p
0.675,0.757,n
0.843,0.189,p
0.514,0.510,p
0.517,0.900,n
0.968,0.459,p
0.940,0.185,p
0.812,0.009,n
0.928,0.831,n
0.500,0.363,p
0.355,0.582,n
0.532,0.353,n
0.184,0.179,p
0.658,0.612,n
0.587,0.941,n
0.031,0.648,n
0.931,0.502,p
0.332,0.916,n
0.657,0.274,p
0.977,0.609,p
0.259,0.715,n
0.608,0.421,p
0.813,0.774,n
0.112,0.773,n
0.100,0.764,n
0.262,0.785,p
0.041,0.015,p
0.776,0.138,n
0.385,0.978,n
0.986,0.049,p
0.599,0.399,p
0.985,0.055,p
0.941,0.127,p
0.207,0.956,n
0.577,0.288,p
0.052,0.774,n
0.070,0.010,p
0.773,0.833,n
0.938,0.115,p
0.740,0.323,p
0.578,0.063,p
0.536,0.084,p
0.480,0.426,p
0.074,0.219,n
0.829,0.511,p
0.727,0.402,p
0.815,0.744,p
0.038,0.384,n
0.111,0.435,p
0.359,0.942,n
0.784,0.161,p
0.044,0.739,n
0.998,0.165,p
0.914,0.707,p
0.173,0.442,n
0.578,0.978,n
0.866,0.885,n
0.942,0.238,p
0.633,0.322,p
0.605,0.710,n
0.731,0.043,p
0.957,0.604,p
0.314,0.674,n
0.863,0.115,p
0.059,0.983,n
0.615,0.559,p
0.790,0.091,p
0.990,0.855,n
0.331,0.733,n
0.730,0.091,p
0.588,0.391,n
0.892,0.942,n
0.590,0.226,p
0.271,0.078,p
0.182,0.870,n
0.736,0.004,p
0.143,0.207,n
0.220,0.174,p
0.675,0.189,p
0.376,0.954,n
0.716,0.918,n
0.536,0.761,n
0.178,0.068,p
0.863,0.736,p
0.035,0.617,n
0.469,0.391,p
0.218,0.091,p
0.925,0.100,p
0.195,0.577,p
0.262,0.800,n
0.975,0.441,p
0.518,0.212,p
0.237,0.472,n
0.836,0.290,p
0.721,0.664,p
0.877,0.089,p
0.496,0.613,n
0.283,0.517,n
0.508,0.320,p
0.192,0.995,n
0.212,0.942,p
0.139,0.916,n
0.470,0.085,p
0.246,0.043,p
0.586,0.703,n
0.144,0.601,n
0.154,0.763,n
0.821,0.621,p
0.279,0.270,p
0.333,0.637,n
0.390,0.022,p
0.242,0.776,p
0.765,0.421,p
0.519,0.979,n
0.445,0.636,n
0.237,0.647,n
0.569,0.518,p
0.160,0.008,p
0.385,0.257,p
0.172,0.016,p
0.339,0.708,n
0.109,0.031,p
0.779,0.128,p
0.584,0.986,n
0.558,0.453,p
0.057,0.841,n
0.558,0.678,n
0.753,0.452,p
0.198,0.374,n
0.461,0.546,n
0.400,0.103,p
0.725,0.312,p
0.684,0.445,p
0.166,0.258,n
0.168,0.705,p
0.561,0.016,p
0.560,0.368,p
0.425,0.806,p
0.970,0.602,p
0.737,0.881,n
0.718,0.253,p
0.164,0.879,n
0.324,0.023,p
0.021,0.102,n
0.602,0.552,p
0.953,0.441,p
0.992,0.660,n
0.719,0.693,n
0.405,0.279,p
0.023,0.477,n
0.832,0.867,n
0.039,0.346,n
0.762,0.771,n
0.283,0.972,n
0.628,0.635,n
0.969,0.714,p
0.974,0.991,p
0.913,0.646,n
0.170,0.037,p
0.441,0.066,p
0.331,0.377,p
0.943,0.032,p
0.988,0.918,n
0.896,0.107,p
0.798,0.302,p
0.461,0.060,n
0.933,0.634,p
0.033,0.043,n
0.948,0.561,p
0.796,0.077,p
0.115,0.718,n
0.446,0.501,n
0.540,0.138,p
0.850,0.511,p
0.248,0.729,n
0.995,0.896,n
0.324,0.699,p
0.152,0.405,n
0.777,0.364,p
0.137,0.116,p
0.966,0.817,p
0.116,0.671,n
0.243,0.799,n
0.332,0.394,n
0.966,0.421,p
0.981,0.723,p
0.996,0.649,p
0.932,0.861,p
0.171,0.199,n
0.814,0.678,p
0.329,0.890,n
0.967,0.643,p
0.547,0.450,n
0.365,0.771,n
0.901,0.722,n
0.015,0.869,n
0.392,0.154,p
0.429,0.999,n
0.737,0.643,p
0.063,0.933,n
0.002,0.911,n
0.608,0.023,p
0.422,0.731,n
0.761,0.722,n
0.493,0.810,n
0.948,0.350,p
0.445,0.744,n
0.025,0.356,n
0.308,0.067,p
0.788,0.453,p
0.934,0.316,p
0.709,0.723,n
0.992,0.775,p
0.145,0.934,n
0.195,0.027,p
0.563,0.563,n
0.468,0.371,p
0.330,0.882,n
0.110,0.657,n
0.365,0.771,n
0.475,0.405,p
0.418,0.267,p
0.628,0.192,p
0.344,0.162,p
0.356,0.713,p
0.117,0.379,n
0.310,0.856,n
0.189,0.650,n
0.608,0.094,p
0.748,0.302,p
0.826,0.902,n
0.703,0.764,n
0.520,0.901,n
0.358,0.736,n
0.797,0.998,n
0.459,0.056,p
0.916,0.440,p
0.860,0.590,p
0.296,0.623,n
0.622,0.180,p
0.174,0.049,p
0.530,0.528,n
0.547,0.659,n
0.806,0.001,p
0.562,0.019,p
0.667,0.766,n
0.675,0.758,n
0.895,0.360,p
0.368,0.419,p
0.569,0.886,n
0.063,0.636,n
0.887,0.342,p
0.413,0.330,p
0.404,0.895,n
0.909,0.467,p
0.299,0.429,n
0.967,0.477,p
0.193,0.869,n
0.855,0.661,p
0.054,0.038,p
0.094,0.940,n
0.137,0.563,p
0.366,0.096,p
0.444,0.287,p
0.710,0.546,p
0.755,0.396,p
0.343,0.885,n
0.926,0.589,p
0.871,0.059,p
0.332,0.978,n
0.626,0.856,n
0.819,0.272,p
0.489,0.445,p
0.952,0.807,p
0.157,0.421,n
0.864,0.870,n
0.642,0.139,p
0.360,0.591,n
0.813,0.093,n
0.478,0.904,n
0.519,0.970,n
0.737,0.474,p
0.563,0.294,p
0.302,0.256,p
0.028,0.952,p
0.824,0.823,n
0.742,0.985,n
0.716,0.794,n
0.608,0.874,n
0.049,0.188,n
0.493,0.659,n
0.581,0.012,p
0.100,0.564,n
0.352,0.723,n
0.651,0.108,p
0.171,0.380,n
0.670,0.630,p
0.923,0.812,n
0.630,0.837,n
0.197,0.036,p
0.305,0.144,p
0.576,0.415,p
0.383,0.808,n
0.410,0.387,p
0.814,0.919,n
0.643,0.525,p
0.114,0.619,n
0.044,0.216,n
0.445,0.613,n
0.861,0.774,n
0.378,0.535,n
0.422,0.553,n
0.847,0.739,p
0.358,0.269,p
0.987,0.464,p
0.627,0.507,p
0.766,0.401,p
0.822,0.312,n
0.593,0.068,p
0.566,0.404,p
0.742,0.524,p
0.145,0.358,p
0.511,0.432,p
0.598,0.880,n
0.606,0.248,p
0.735,0.892,n
0.104,0.683,n
0.881,0.091,p
0.711,0.220,p
0.745,0.902,n
0.803,0.450,p
0.353,0.362,n
0.581,0.308,p
0.143,0.835,n
0.764,0.668,p
0.317,0.633,n
0.021,0.461,p
0.011,0.865,n
0.167,0.991,n
0.092,0.768,n
0.865,0.496,p
0.791,0.736,n
0.985,0.769,n
0.050,0.130,n
0.615,0.453,p
0.636,0.626,n
0.962,0.703,p
0.595,0.757,n
0.458,0.567,n
0.264,0.662,n
0.688,0.716,n
0.841,0.996,n
0.329,0.589,n
0.571,0.668,n
0.500,0.237,p
0.264,0.945,n
0.601,0.294,p
0.342,0.091,p
0.262,0.349,n
0.172,0.052,p
0.758,0.627,n
0.075,0.818,n
0.899,0.295,p
0.264,0.002,p
0.048,0.445,n
0.379,0.865,n
0.738,0.562,p
0.264,0.137,p
0.423,0.661,n
0.285,0.068,p
0.520,0.442,p
0.561,0.030,p
0.715,0.572,p
0.541,0.434,p
0.172,0.361,n
0.858,0.766,n
0.330,0.564,n
0.019,0.794,n
0.946,0.155,p
0.548,0.407,p
0.288,0.779,p
0.770,0.342,p
0.986,0.676,p
0.065,0.188,n
0.939,0.506,p
0.165,0.255,n
0.262,0.185,p
0.097,0.150,n
0.797,0.268,p
0.207,0.158,p
0.460,0.595,n
0.587,0.244,n
0.136,0.441,n
0.568,0.980,n
0.431,0.871,n
0.167,0.830,n
0.868,0.228,p
0.219,0.568,n
0.227,0.007,p
0.852,0.609,p
0.253,0.947,n
0.554,0.771,n
0.390,0.824,p
0.842,0.808,n
0.947,0.693,p
0.292,0.864,n
0.209,0.130,p
0.347,0.873,n
0.252,0.287,n
0.186,0.279,n
0.596,0.525,p
0.341,0.424,n
0.422,0.668,n
0.593,0.872,n
0.545,0.888,n
0.150,0.009,p
0.516,0.976,n
0.943,0.713,p
0.642,0.402,n
0.041,0.899,n
0.637,0.208,p
0.695,0.116,p
0.091,0.934,n
0.137,0.236,n
0.435,0.857,n
0.212,0.051,p
0.905,0.108,p
0.101,0.037,p
0.115,0.283,n
0.241,0.788,n
0.325,0.130,p
0.424,0.248,p
0.623,0.097,p
0.649,0.262,p
0.479,0.805,n
0.430,0.391,p
0.798,0.609,p
0.980,0.212,p
0.815,0.426,p
0.048,0.407,n
0.421,0.795,n
0.746,0.014,p
0.630,0.630,n
0.108,0.122,n
0.605,0.260,p
0.458,0.246,n
0.872,0.491,n
0.256,0.812,n
0.809,0.048,n
0.307,0.583,n
0.640,0.533,p
0.237,0.925,n
0.381,0.743,n
0.243,0.943,n
0.164,0.213,p
0.365,0.863,n
0.808,0.811,n
0.416,0.333,p
0.924,0.661,p
0.573,0.014,p
0.151,0.616,n
0.751,0.486,p
0.302,0.526,n
0.381,0.808,n
0.009,0.399,n
0.678,0.462,p
0.509,0.259,p
0.835,0.631,p
0.629,0.712,n
0.735,0.559,p
0.957,0.601,p
0.836,0.185,p
0.176,0.160,p
0.749,0.910,n
0.230,0.572,n
0.455,0.954,n
0.611,0.279,p
0.537,0.824,n
0.459,0.074,p
0.100,0.456,n
0.666,0.670,p
0.723,0.507,p
0.136,0.540,n
0.927,0.556,p
0.300,0.207,p
0.294,0.042,p
0.691,0.010,p
0.103,0.419,n
0.155,0.091,p
0.215,0.042,p
0.504,0.756,n
0.568,0.568,n
0.784,0.205,p
0.630,0.028,p
0.615,0.710,n
0.656,0.567,p
0.382,0.613,n
0.619,0.044,p
0.101,0.659,p
0.310,0.741,n
0.822,0.677,p
0.989,0.525,p
0.074,0.413,n
0.768,0.612,p
0.455,0.193,p
0.795,0.051,p
0.292,0.294,n
0.721,0.684,p
0.981,0.463,p
0.135,0.665,n
0.005,0.642,p
0.901,0.352,p
0.702,0.033,n
0.770,0.652,p
0.941,0.174,p
0.606,0.067,p
0.146,0.762,n
0.061,0.449,n
0.659,0.048,n
0.056,0.228,n
0.768,0.264,p
0.261,0.933,n
0.080,0.725,n
0.847,0.980,p
0.679,0.877,n
0.248,0.185,p
0.067,0.285,n
0.957,0.121,p
0.965,0.186,n
0.941,0.031,p
0.315,0.752,p
0.055,0.033,n
0.942,0.971,p
0.762,0.423,p
0.265,0.902,n
0.976,0.681,n
0.135,0.118,p
0.799,0.280,p
0.897,0.138,n
0.204,0.424,n
0.073,0.176,n
0.501,0.775,n
0.697,0.602,p
0.900,0.795,p
0.424,0.886,n
0.851,0.373,n
0.375,0.388,n
0.282,0.820,n
0.792,0.068,p
0.207,0.193,p
0.853,0.378,p
0.848,0.786,n
0.415,0.300,p
0.352,0.122,p
0.438,0.636,n
0.455,0.066,p
0.076,0.207,n
0.795,0.598,p
0.007,0.695,n
0.645,0.013,p
0.023,0.466,n
0.127,0.477,n
0.567,0.304,n
0.191,0.505,n
0.045,0.509,n
0.388,0.839,n
0.170,0.672,n
0.721,0.041,n
0.949,0.975,n
0.779,0.878,n
0.437,0.922,n
0.772,0.676,p
0.789,0.367,p
0.007,0.926,n
0.367,0.092,n
0.985,0.935,n
0.630,0.732,n
0.419,0.116,p
0.205,0.235,n
0.696,0.971,n
0.649,0.494,p
0.003,0.844,n
0.836,0.990,n
0.305,0.185,n
0.967,0.296,p
0.851,0.177,p
0.264,0.419,n
0.049,0.494,n
0.641,0.439,p
0.093,0.748,n
0.650,0.296,n
0.974,0.412,p
0.033,0.542,n
0.354,0.899,n
0.684,0.059,p
0.538,0.217,p
0.115,0.405,n
0.729,0.149,p
0.588,0.598,n
0.605,0.407,p
0.978,0.942,p
0.739,0.982,n
0.271,0.345,n
0.194,0.206,n
0.614,0.209,p
0.163,0.690,n
0.349,0.948,n
0.677,0.372,p
0.535,0.773,n
0.146,0.475,n
0.534,0.682,n
0.810,0.076,p
0.506,0.356,p
0.106,0.741,n
0.774,0.543,p
0.552,0.244,p
0.493,0.173,p
0.644,0.667,n
0.098,0.885,n
0.532,0.051,p
0.996,0.887,n
0.676,0.929,n
0.686,0.162,p
0.808,0.352,n
0.350,0.923,p
0.578,0.888,n
0.819,0.936,n
0.103,0.789,n
0.042,0.776,n
0.791,0.663,p
0.627,0.842,n
0.457,0.566,n
0.782,0.316,p
0.191,0.480,p
0.848,0.189,p
0.904,0.161,p
0.110,0.525,n
0.104,0.562,n
0.254,0.458,n
0.565,0.223,p
0.127,0.621,n
0.034,0.211,n
0.910,0.077,p
0.207,0.689,n
0.614,0.018,p
0.032,0.115,n
0.751,0.316,p
0.721,0.277,p
0.988,0.316,p
0.625,0.105,n
0.801,0.598,p
0.392,0.628,n
0.438,0.459,n
0.588,0.771,n
0.692,0.807,n
0.184,0.705,p
0.433,0.304,n
0.782,0.866,n
0.816,0.544,p
0.820,0.707,p
0.759,0.818,n
0.825,0.496,p
0.865,0.424,n
0.410,0.799,n
0.545,0.867,p
0.315,0.163,p
0.610,0.402,p
0.821,0.573,p
0.206,0.290,n
0.351,0.665,n
0.917,0.047,p
0.074,0.063,p
0.080,0.224,n
0.035,0.840,n
0.334,0.830,n
0.024,0.829,n
0.855,0.026,p
0.190,0.053,p
0.029,0.887,n
0.985,0.722,p
0.819,0.258,p
0.612,0.750,p
0.149,0.224,n
0.815,0.297,p
0.697,0.078,p
0.268,0.034,p
0.298,0.895,n
0.233,0.307,n
0.989,0.274,p
0.112,0.077,p
0.649,0.685,n
0.827,0.274,p
0.702,0.923,n
0.614,0.310,p
0.032,0.071,n
0.696,0.785,n
0.423,0.941,n
0.881,0.060,p
0.542,0.550,n
0.371,0.474,n
0.966,0.346,n
0.592,0.457,p
0.231,0.374,n
0.454,0.997,n
0.036,0.195,n
0.292,0.238,p
0.952,0.487,p
0.866,0.373,p
0.514,0.899,p
0.674,0.257,p
0.586,0.822,n
0.228,0.560,n
0.128,0.813,n
0.940,0.990,n
0.497,0.886,p
0.210,0.221,n
0.888,0.512,p
0.679,0.699,n
0.615,0.256,p
0.522,0.050,p
0.206,0.921,n
0.737,0.813,n
0.844,0.137,p
0.304,0.535,n
0.341,0.679,n
0.335,0.068,p
0.015,0.147,n
0.162,0.341,n
0.501,0.863,n
0.590,0.979,n
0.821,0.546,p
0.316,0.098,p
0.526,0.481,p
0.026,0.187,n
0.789,0.565,n
0.323,0.303,p
0.074,0.780,n
0.094,0.747,n
0.079,0.103,n
0.307,0.384,n
0.881,0.302,p
0.774,0.883,n
0.799,0.834,n
0.817,0.155,p
0.264,0.936,n
0.724,0.844,n
0.946,0.647,p
0.195,0.856,n
0.883,0.647,p
0.073,0.132,n
0.716,0.539,p
0.849,0.238,p
0.970,0.457,p
0.974,0.557,p
0.892,0.275,p
0.144,0.995,n
0.873,0.958,n
0.760,0.953,n
0.740,0.926,n
0.336,0.528,n
0.408,0.369,p
0.052,0.995,n
0.294,0.711,n
0.754,0.650,p
0.737,0.093,p
0.178,0.000,p
0.571,0.086,n
0.392,0.004,p
0.285,0.552,n
0.975,0.867,n
0.210,0.227,p
0.744,0.892,n
0.308,0.217,n
0.557,0.888,n
0.331,0.050,p
0.654,0.531,p
0.047,0.147,n
0.963,0.305,p
0.191,0.727,n
0.881,0.603,n
0.960,0.911,n
0.393,0.315,p
0.551,0.474,n
0.924,0.270,p
0.303,0.444,n
0.595,0.419,n
0.201,0.742,n
0.205,0.436,n
0.873,0.273,p
0.154,0.125,p
0.364,0.467,n
0.403,0.253,p
0.287,0.636,n
0.553,0.581,n
0.311,0.304,p
0.434,0.003,n
0.607,0.515,p
0.382,0.366,p
0.608,0.834,n
0.956,0.417,p
0.969,0.348,p
0.734,0.274,p
0.362,0.939,n
0.487,0.228,p
0.941,0.543,p
0.710,0.290,p
0.929,0.415,p
0.881,0.831,n
0.329,0.259,p
0.779,0.400,p
0.189,0.360,p
0.266,0.136,p
0.566,0.702,n
0.015,0.297,p
0.026,0.444,n
0.465,0.718,n
0.446,0.648,n
0.992,0.698,n
0.540,0.496,p
0.568,0.309,p
0.963,0.904,n
0.934,0.411,p
0.037,0.691,n
0.299,0.811,n
0.585,0.932,n
0.570,0.297,n
0.540,0.382,p
0.449,0.225,p
0.238,0.018,p
0.424,0.299,p
0.817,0.098,p
0.767,0.259,p
0.804,0.437,p
0.704,0.179,p
0.577,0.318,p
0.257,0.705,n
0.195,0.095,n
0.716,0.632,p
0.160,0.773,n
0.502,0.694,n
0.166,0.385,n
0.054,0.764,p
0.569,0.493,p
0.610,0.944,n
0.849,0.685,p
0.160,0.411,n
0.405,0.585,n
0.501,0.938,n
0.086,0.685,n
0.484,0.716,n
0.827,0.889,n
0.744,0.666,p
0.571,0.034,p
0.737,0.666,p
0.084,0.131,n
0.463,0.158,p
0.603,0.250,p
0.486,0.504,n
0.247,0.579,n
0.031,0.132,n
0.220,0.704,n
0.940,0.712,p
0.144,0.233,n
0.276,0.701,n
0.340,0.668,n
0.874,0.682,p
0.209,0.461,p
0.424,0.529,p
0.062,0.832,n
0.541,0.261,p
0.272,0.115,n
0.234,0.801,n
0.485,0.835,n
0.438,0.002,p
0.609,0.167,p
0.598,0.391,p
0.321,0.055,n
0.477,0.545,n
0.771,0.020,p
0.187,0.124,p
0.222,0.083,p
0.345,0.009,p
0.702,0.043,p
0.964,0.270,p
0.193,0.909,n
0.582,0.883,n
0.304,0.383,n
0.848,0.883,n
0.926,0.347,p
0.564,0.684,n
0.223,0.747,n
0.315,0.521,n
0.862,0.392,p
0.857,0.379,p
0.647,0.700,n
0.893,0.539,p
0.546,0.083,p
0.508,0.001,p
0.360,0.102,p
0.664,0.264,p
0.269,0.320,n
0.031,0.508,n
0.386,0.218,p
0.423,0.659,p
0.193,0.201,n
0.535,0.860,n
0.657,0.782,n
0.903,0.702,p
0.697,0.480,p
0.346,0.761,n
0.306,0.172,n
0.534,0.700,n
0.781,0.706,n
0.367,0.792,n
0.417,0.176,n
0.959,0.933,n
0.655,0.032,p
0.780,0.202,p
0.344,0.597,n
0.827,0.329,p
0.357,0.270,p
0.977,0.859,n
0.253,0.901,n
0.564,0.111,p
0.168,0.625,n
0.701,0.473,p
0.558,0.928,p
0.033,0.164,n
0.705,0.314,p
0.169,0.850,p
0.823,0.826,n
0.320,0.580,n
0.790,0.445,p
0.839,0.292,p
0.658,0.804,n
0.762,0.741,n
0.704,0.980,n
0.516,0.585,n
0.470,0.897,n
0.941,0.983,n
0.291,0.094,p
0.478,0.820,n
0.834,0.473,p
0.960,0.276,p
0.841,0.316,p
0.656,0.846,n
0.366,0.180,p
0.689,0.807,n
0.596,0.123,n
0.850,0.940,n
0.985,0.576,n
0.742,0.334,p
0.875,0.652,p
0.306,0.660,n
0.009,0.911,n
0.001,0.062,n
0.241,0.331,n
0.069,0.896,n
0.551,0.876,n
0.246,0.006,n
0.546,0.428,p
0.385,0.676,n
0.490,0.335,p
0.624,0.180,p
0.953,0.058,p
0.616,0.653,n
0.313,0.298,p
0.195,0.373,n
0.610,0.529,p
0.983,0.989,n
0.170,0.419,n
0.988,0.617,p
0.601,0.783,n
0.205,0.691,n
0.209,0.658,n
0.150,0.271,n
0.042,0.570,n
0.575,0.502,p
0.369,0.306,n
0.390,0.612,p
0.958,0.469,p
0.018,0.294,n
0.996,0.573,p
0.386,0.332,p
0.143,0.880,n
0.716,0.633,p
0.268,0.896,p
0.001,0.639,n
0.099,0.192,n
0.042,0.388,n
0.802,0.209,p
0.520,0.821,n
0.251,0.085,p
0.041,0.762,n
0.877,0.620,p
0.002,0.086,n
